Id,OwnerId
00Qfn00000AqOgQEAV,005fn000006vfZLAAY
00Qfn00000AqOgREAV,005fn000006vfZLAAY
00Qfn00000AqOgSEAV,005fn000006vfZMAAY
00Qfn00000AqOgTEAV,005fn000006vfZJAAY
00Qfn00000AqOgUEAV,005fn000006vfZMAAY
00Qfn00000AqOgVEAV,005fn000006vfZJAAY
00Qfn00000AqOgWEAV,005fn000006vfZOAAY
00Qfn00000AqOgXEAV,005fn000006vfZJAAY
00Qfn00000AqOgYEAV,005fn000006vfZOAAY
00Qfn00000AqOgZEAV,005fn000006vfZFAAY
00Qfn00000AqOgaEAF,005fn000006vfZNAAY
00Qfn00000AqOgbEAF,005fn000006vfZNAAY
00Qfn00000AqOgcEAF,005fn000006vfZPAAY
00Qfn00000AqOgdEAF,005fn000006vfZFAAY
00Qfn00000AqOgeEAF,005fn000006vfZMAAY
00Qfn00000AqOgfEAF,005fn000006vfZMAAY
00Qfn00000AqOggEAF,005fn000006vfZMAAY
00Qfn00000AqOghEAF,005fn000006vfZLAAY
00Qfn00000AqOgiEAF,005fn000006vfZOAAY
00Qfn00000AqOgjEAF,005fn000006vfZMAAY
00Qfn00000AqOgkEAF,005fn000006vfZMAAY
00Qfn00000AqOglEAF,005fn000006vfZLAAY
00Qfn00000AqOgmEAF,005fn000006vfZOAAY
00Qfn00000AqOgnEAF,005fn000006vfZJAAY
00Qfn00000AqOgoEAF,005fn000006vfZNAAY
00Qfn00000AqOgpEAF,005fn000006vfZNAAY
00Qfn00000AqOgqEAF,005fn000006vfZLAAY
00Qfn00000AqOgrEAF,005fn000006vfZOAAY
00Qfn00000AqOgsEAF,005fn000006vfZJAAY
00Qfn00000AqOgtEAF,005fn000006vfZJAAY
00Qfn00000AqOguEAF,005fn000006vfZMAAY
00Qfn00000AqOgvEAF,005fn000006vfZJAAY
00Qfn00000AqOgwEAF,005fn000006vfZJAAY
00Qfn00000AqOgxEAF,005fn000006vfZMAAY
00Qfn00000AqOgyEAF,005fn000006vfZPAAY
00Qfn00000AqOgzEAF,005fn000006vfZKAAY
00Qfn00000AqOh0EAF,005fn000006vfZKAAY
00Qfn00000AqOh1EAF,005fn000006vfZKAAY
00Qfn00000AqOh2EAF,005fn000006vfZKAAY
00Qfn00000AqOh3EAF,005fn000006vfZKAAY
00Qfn00000AqQWyEAN,005fn000006vfZKAAY
00Qfn00000AqQWzEAN,005fn000006vfZKAAY
00Qfn00000AqQX0EAN,005fn000006vfZKAAY
00Qfn00000AqQX1EAN,005fn000006vfZKAAY
00Qfn00000AqQX2EAN,005fn000006vfZKAAY
00Qfn00000AqQX3EAN,005fn000006vfZKAAY
00Qfn00000AqQX4EAN,005fn000006vfZKAAY
00Qfn00000AqQX5EAN,005fn000006vfZMAAY
00Qfn00000AqQX6EAN,005fn000006vfZKAAY
00Qfn00000AqQX7EAN,005fn000006vfZKAAY
00Qfn00000AqQX8EAN,005fn000006vfZKAAY
00Qfn00000AqQX9EAN,005fn000006vfZKAAY
00Qfn00000AqQXAEA3,005fn000006vfZKAAY
00Qfn00000AqQXBEA3,005fn000006vfZKAAY
00Qfn00000AqQXCEA3,005fn000006vfZKAAY
00Qfn00000AqQXDEA3,005fn000006vfZKAAY
00Qfn00000AqQXEEA3,005fn000006vfZKAAY
00Qfn00000AqQXFEA3,005fn000006vfZKAAY
00Qfn00000AqQXGEA3,005fn000006vfZMAAY
00Qfn00000AqQXHEA3,005fn000006vfZKAAY
00Qfn00000AqQXIEA3,005fn000006vfZKAAY
00Qfn00000AqQXJEA3,005fn000006vfZKAAY
00Qfn00000AqQXKEA3,005fn000006vfZKAAY
00Qfn00000AqQXLEA3,005fn000006vfZLAAY
00Qfn00000AqQXMEA3,005fn000006vfZLAAY
00Qfn00000AqQXNEA3,005fn000006vfZJAAY
00Qfn00000AqQXOEA3,005fn000006vfZIAAY
00Qfn00000AqQXPEA3,005fn000006vfZMAAY
00Qfn00000AqQXQEA3,005fn000006vfZPAAY
00Qfn00000AqQXREA3,005fn000006vfZPAAY
00Qfn00000AqQXSEA3,005fn000006vfZOAAY
00Qfn00000AqQXTEA3,005fn000006vfZLAAY
00Qfn00000AqQXUEA3,005fn000006vfZLAAY
00Qfn00000AqQXVEA3,005fn000006vfZPAAY
00Qfn00000AqQXWEA3,005fn000006vfZIAAY
00Qfn00000AqQXXEA3,005fn000006vfZKAAY
00Qfn00000AqQXYEA3,005fn000006vfZJAAY
00Qfn00000AqQXaEAN,005fn000006vfZJAAY
00Qfn00000AqQXbEAN,005fn000006vfZPAAY
00Qfn00000AqQXcEAN,005fn000006vfZJAAY
00Qfn00000AqQXdEAN,005fn000006vfZMAAY
00Qfn00000AqQXgEAN,005fn000006vfZJAAY
00Qfn00000AqQXhEAN,005fn000006vfZPAAY
00Qfn00000AqQXiEAN,005fn000006vfZOAAY
00Qfn00000AqQXjEAN,005fn000006vfZOAAY
00Qfn00000AqQXkEAN,005fn000006vfZJAAY
